Tender ID,Status,Title,Organisation,Type / Method,Publishing Date,Closing Date,Days Left,Search Term,Notice Link
1261693,Live,Supply and Installation of an ArcGIS Software to Support Comprehensive Digital Platform under the RAISE Project,"Ministry of Finance, | Financial Institutions Division, | Palli Karma-Sahayak Foundation, | PKSF","NCT,, OTM",24-May-2026 10:30,30-Jun-2026 14:30,0,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1261693&h=t
1303425,Live,Supply of Laptops and Printers for the University of Dhaka,"Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Office of the Director of Accounts","NCT,, OTM",23-Jun-2026 16:30,30-Jun-2026 16:30,0,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303425&h=t
1278226,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Testing and Quality Control Department, Fabric Engineering Department, Computerized/Software based Machineries for Madaripur Textile Engineering College.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Madaripur Textile Engineering College, Shibchar, Madaripur Project","NCT,, OTM",08-Jun-2026 10:30,01-Jul-2026 14:30,1,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1278226&h=t
1290881,Live,Supply and Installation of Laptop and Multimedia Projector,"Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Department of Psychology","NCT,, OTM",17-Jun-2026 11:00,01-Jul-2026 11:10,1,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290881&h=t
1288413,Live,Procurement of 01(one) Laptop.,"Ministry of Finance, | Financial Institutions Division, | Bangladesh Bank, | Information and Communication Technology Department (ICTD)","NCT,, OTM",10-Jun-2026 15:00,01-Jul-2026 16:00,1,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1288413&h=t
1279066,Live,Procurement of CCTV Surveillance System and Biometric Fingerprint Time Attendance Device Maintenance Accessories for DPDC.,"Ministry of Energy, Power and Mineral Resources, | Power Division, | Dhaka Power Distribution Company Ltd. (DPDC), | DGM(HR), Security","NCT,, OTM",21-Jun-2026 10:00,01-Jul-2026 15:00,1,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1279066&h=t
1296054,Live,"Purchase of Supply, Installation and Testing of Bio-ICT Equipment and Software","Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Office of the Sub-Project Manager (HEAT-11002-DU)","NCT,, OTM",18-Jun-2026 12:00,02-Jul-2026 16:30,2,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1296054&h=t
1280008,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, FABRIC ENGINEERING DEPARTMENT, Wet Process Engineering Department & Computerized /Software based machineries for Sylhet textile Engineering college.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Sylhet Textile Engineering College, Sylhet","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 15:00,2,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1280008&h=t
1290893,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Fabric Engineering Department, Wet Process Engineering Department & Computerized/Software based Machineries for Lalmonirhat Textile Institute.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Lalmonirhat Textile Institute Project","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 14:30,2,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290893&h=t
1301606,Live,"Upgradation, Modernization & Support of Existing Prepayment Metering Applications, Database, Others related Framework &Tools under","Ministry of Energy, Power and Mineral Resources, | Power Division, | West Zone Power Distribution Company Ltd (WZPDCL), | Office of the Superintendent Engineer, Pre-paid Meter and Networking","NCT,, OTM",21-Jun-2026 16:00,06-Jul-2026 12:00,6,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301606&h=t
1301557,Live,"Procurement of Laptop, Printer & accessories for official use of the Chief Engineer, Sylhet City Corporation.","Ministry of Local Government, Rural Development and Co-operatives, | Local Government Division, | Sylhet City Corporation, | Engineering Department (Civil), Sylhet City Corporation.","NCT,, OTM",22-Jun-2026 10:00,07-Jul-2026 17:00,7,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301557&h=t
1294281,Live,Supply and Installation of Security Devices (Anti-DDoS and Load Balancer with WAF) for ICBS Data Center.,"Ministry of Energy, Power and Mineral Resources, | Power Division, | Rural Electrification Board (REB), | Information and Communication Technology (ICT) Directorate.","NCT,, OTM",16-Jun-2026 10:00,07-Jul-2026 12:00,7,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1294281&h=t
1302716,Live,Procurement of 1. Processor 2. Gastrointestinal Videoscope 3. Colono Videoscope 4. Dudenovideoscope 5. 32 Inch 4k Uhd Lcd Medical Grad Monitor 6. Leak Tester 7. Endoscopic Image Software With Pc Lolor Monitor And Printer (Injket) 8.Multi Storage Trollet (Ss) (Local),"Ministry of Health and Family Welfare, | Bangladesh Medical University, | Central Purchase Committee","NCT,, OTM",25-Jun-2026 14:30,09-Jul-2026 14:30,9,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302716&h=t
1304218,Live,Renewal of Oracle Database for NDC Managed Database Service.,"Ministry of Post, Telecommunications & Information Technology, | Information and Communication Technology Division, | Bangladesh computer Council (BCC), | Bangladesh Computer Council(BCC)","NCT,, OTM",29-Jun-2026 20:00,12-Jul-2026 15:00,12,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304218&h=t
1304902,Live,Supply of manpower for Ships Database Management and Capacity Building Project (SDMCP).,"Ministry of Shipping, | Department of Shipping, | PD SDMCP","NCT,, OTM",29-Jun-2026 13:00,13-Jul-2026 15:00,13,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304902&h=t
1299371,Live,"2 Years IT Support and Maintenance Service for ASYCUDA System Data Center (Segunbagicha) & Near Data Center (Customs House, Dhaka)","Ministry of Finance, | Internal Resource Division, | National Board of Revenue, | Customs Automation Section","NCT,, OTM",22-Jun-2026 15:00,14-Jul-2026 15:00,14,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1299371&h=t
1302039,Live,"Networking Equipment, Projector and accessories, Large Format Interactive Display, Public Address (PA) System and Network Attached Storage (NAS).","Ministry of Education, | Secondary and Higher Education Division, | Noakhali Science & Technology University, | HEAT  Lab Establishment (PIN-12121)","NCT,, OTM",28-Jun-2026 10:00,14-Jul-2026 10:10,14,networking equipment,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302039&h=t
1304743,Live,Procurement of ICT Equipment for SPMT office & laboratory,"Ministry of Education, | Secondary and Higher Education Division, | Khulna University, | HEAT Sub-Project (FMRT-13460)","NCT,, OTM",30-Jun-2026 10:00,15-Jul-2026 12:00,15,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304743&h=t
