Tender ID,Status,Title,Organisation,Type / Method,Publishing Date,Closing Date,Days Left,Search Term,Notice Link
1301606,Live,"Upgradation, Modernization & Support of Existing Prepayment Metering Applications, Database, Others related Framework &Tools under","Ministry of Energy, Power and Mineral Resources, | Power Division, | West Zone Power Distribution Company Ltd (WZPDCL), | Office of the Superintendent Engineer, Pre-paid Meter and Networking","NCT,, OTM",21-Jun-2026 16:00,06-Jul-2026 12:00,1,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301606&h=t
1301557,Live,"Procurement of Laptop, Printer & accessories for official use of the Chief Engineer, Sylhet City Corporation.","Ministry of Local Government, Rural Development and Co-operatives, | Local Government Division, | Sylhet City Corporation, | Engineering Department (Civil), Sylhet City Corporation.","NCT,, OTM",22-Jun-2026 10:00,07-Jul-2026 17:00,2,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301557&h=t
1294281,Live,Supply and Installation of Security Devices (Anti-DDoS and Load Balancer with WAF) for ICBS Data Center.,"Ministry of Energy, Power and Mineral Resources, | Power Division, | Rural Electrification Board (REB), | Information and Communication Technology (ICT) Directorate.","NCT,, OTM",16-Jun-2026 10:00,07-Jul-2026 12:00,2,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1294281&h=t
1302716,Live,Procurement of 1. Processor 2. Gastrointestinal Videoscope 3. Colono Videoscope 4. Dudenovideoscope 5. 32 Inch 4k Uhd Lcd Medical Grad Monitor 6. Leak Tester 7. Endoscopic Image Software With Pc Lolor Monitor And Printer (Injket) 8.Multi Storage Trollet (Ss) (Local),"Ministry of Health and Family Welfare, | Bangladesh Medical University, | Central Purchase Committee","NCT,, OTM",25-Jun-2026 14:30,09-Jul-2026 14:30,4,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302716&h=t
1304218,Live,Renewal of Oracle Database for NDC Managed Database Service.,"Ministry of Post, Telecommunications & Information Technology, | Information and Communication Technology Division, | Bangladesh computer Council (BCC), | Bangladesh Computer Council(BCC)","NCT,, OTM",29-Jun-2026 20:00,12-Jul-2026 15:00,7,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304218&h=t
1304902,Live,Supply of manpower for Ships Database Management and Capacity Building Project (SDMCP).,"Ministry of Shipping, | Department of Shipping, | PD SDMCP","NCT,, OTM",29-Jun-2026 13:00,13-Jul-2026 15:00,8,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304902&h=t
1299371,Live,"2 Years IT Support and Maintenance Service for ASYCUDA System Data Center (Segunbagicha) & Near Data Center (Customs House, Dhaka)","Ministry of Finance, | Internal Resource Division, | National Board of Revenue, | Customs Automation Section","NCT,, OTM",22-Jun-2026 15:00,14-Jul-2026 15:00,9,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1299371&h=t
1302039,Live,"Networking Equipment, Projector and accessories, Large Format Interactive Display, Public Address (PA) System and Network Attached Storage (NAS).","Ministry of Education, | Secondary and Higher Education Division, | Noakhali Science & Technology University, | HEAT  Lab Establishment (PIN-12121)","NCT,, OTM",28-Jun-2026 10:00,14-Jul-2026 10:10,9,networking equipment,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302039&h=t
1305524,Live,Procurement of 1.Video HD Processor with light source 2.Video HD Pleuroscope with standard accessories 3.Standard Autoclave 4.Report Printing System:Image Software 5.Suction Machine 6.Trolley 7.Diagnostic Video Bronchoscope,"Ministry of Health and Family Welfare, | Bangladesh Medical University, | Central Purchase Committee","NCT,, OTM",30-Jun-2026 14:30,15-Jul-2026 14:30,10,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1305524&h=t
1303257,Live,"Selecting Consulting Farm (National) for Upgradation, Modification, Support, and Maintenance of Height Clearance Management System (HCMS) Software.","Ministry of Civil Aviation & Tourism, | Civil Aviation Authority of Bangladesh, | Office of the Executive Director (CEMSU)","NCT,, QCBS",25-Jun-2026 10:00,15-Jul-2026 12:00,10,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303257&h=t
1295484,Live,"Procurement of PLC, HMI, Laptop and Spare parts for various control panels and controllers under the I&C Division of 225 MW CCPP, Zone: C, APSCL","Ministry of Energy, Power and Mineral Resources, | Power Division, | Ashuganj Power Station Company Ltd., | Procurement Division","NCT,, OTM",16-Jun-2026 16:00,15-Jul-2026 16:00,10,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1295484&h=t
1304580,Live,Procurement of  1. Fiber Optic Laryngoscope-Adult & Paediatric 2.Transnasal Oesophagoscope system (TNE),"Ministry of Health and Family Welfare, | Bangladesh Medical University, | Central Purchase Committee","NCT,, OTM",29-Jun-2026 14:30,15-Jul-2026 14:30,10,fiber optic,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304580&h=t
1305864,Live,Procurement of Laptops and Printers under the ECCCP-Drought Project of PKSF,"Ministry of Finance, | Financial Institutions Division, | Palli Karma-Sahayak Foundation, | PKSF","NCT,, OTM",02-Jul-2026 17:00,16-Jul-2026 15:00,11,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1305864&h=t
1302305,Live,"Supply, Installation, Commisioning and Maintenace of CCTVs & Automated Gate Pass System at Sheola, Ramgarh and Bholaganj Land Ports","Ministry of Shipping, | Bangladesh Land Port Authority, | BRCP-1 Project","NCT,, OTM",29-Jun-2026 16:00,19-Jul-2026 14:30,14,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302305&h=t
1304842,Live,"Works for Operation, Maintenance and IT Support Service of LAN, WAN, IP Serveillance and Video Conferanceing System at WAPDA Building, BCIC Bhaban-2, Design Building, Biddyut Bhabna with ERP Data Center Daily Monitoring for 2 (Two) years.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Dhaka Computer Centre","NCT,, OTM",29-Jun-2026 16:15,20-Jul-2026 12:00,15,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1304842&h=t
1303278,Live,"Procurement of CCTV System with Installation, Testing & Commissioning of Shikalbaha 225 MW Dual Fuel CCPP, BPDB, Shikalbaha, Chattogram, Bangladesh.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Directorate of Purchase.","NCT,, OTM",29-Jun-2026 17:00,20-Jul-2026 14:00,15,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303278&h=t
1299416,Live,"Supply of License for Oracle Software and Oracle Database Appliance with related Operation, Support and Maintenance in BPDB.","Ministry of Energy, Power and Mineral Resources, | Power Division, | Bangladesh Power Development Board, | Directorate of Purchase.","NCT,, OTM",21-Jun-2026 18:45,21-Jul-2026 14:00,16,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1299416&h=t
1288281,Live,"Supply, Installation & Commissioning of Oracle Database Appliance (ODA) for Pre-Paid Metering System","Ministry of Energy, Power and Mineral Resources, | Power Division, | Dhaka Power Distribution Company Ltd. (DPDC), | DGM (ICT), Development","NCT,, OTM",30-Jun-2026 16:30,21-Jul-2026 15:30,16,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1288281&h=t
1302431,Live,"Supply, Installation, Commissioning of Oracle Database License and SoClass License Renewal, Training, Human Resource Support","Ministry of Finance, | Internal Resource Division, | National Board of Revenue, | Customs Automation Section","NCT,, OTM",29-Jun-2026 16:30,21-Jul-2026 15:00,16,database,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302431&h=t
1305290,Live,"Procurement of 3D+ CAD Software, Cutting Plotter and 3D Foot Scanner for ILET-SICIP Program.","Ministry of Finance, | Finance Division, | Finance Division, | Office of the Executive Program Director, SDCMU, SICIP.","NCT,, OTM",29-Jun-2026 15:00,23-Jul-2026 12:00,18,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1305290&h=t
1301379,Live,Procurement of Core Communication Device for Data Center (DC) of Sonali Bank PLC.,"Ministry of Finance, | Financial Institutions Division, | Sonali Bank Limited, | IT Procurement & Maintenance Division","NCT,, OTM",18-Jun-2026 18:00,23-Jul-2026 15:30,18,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301379&h=t
1302712,Live,"Procurement of CCTV and Spare Parts of CCTV for Facility Division, APSCL","Ministry of Energy, Power and Mineral Resources, | Power Division, | Ashuganj Power Station Company Ltd., | Procurement Division","NCT,, OTM",23-Jun-2026 18:00,27-Jul-2026 16:00,22,CCTV,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1302712&h=t
