Tender ID,Status,Title,Organisation,Type / Method,Publishing Date,Closing Date,Days Left,Search Term,Notice Link
1294826,Live,"Supply and Installation of office equipment (laptop computer, photocopy, projector etc.) at JKKNIU.","Ministry of Education, | Secondary and Higher Education Division, | Jatiya Kabi Kazi Nazrul Islam University, | Office of Project Director  Development of Physical Infrastructure  (1st Revision) of Jatiya Kabi Kazi Nazrul Islam University","NCT,, OTM",14-Jun-2026 09:00,29-Jun-2026 12:00,9,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1294826&h=t
1298343,Live,Procurement of ICT related goods,"Ministry of Education, | Secondary and Higher Education Division, | Shahjalal University of Science & Technology, | Office of the SPM, HEAT-13432","NCT,, OTM",15-Jun-2026 20:00,30-Jun-2026 12:00,10,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1298343&h=t
1261693,Live,Supply and Installation of an ArcGIS Software to Support Comprehensive Digital Platform under the RAISE Project,"Ministry of Finance, | Financial Institutions Division, | Palli Karma-Sahayak Foundation, | PKSF","NCT,, OTM",24-May-2026 10:30,30-Jun-2026 14:30,10,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1261693&h=t
1296648,Live,"Supply and installation of Computer, server and related Accessories.","Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Department of Electrical and Electronic Engineering","NCT,, OTM",16-Jun-2026 03:00,30-Jun-2026 03:00,10,server,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1296648&h=t
1298137,Live,"Campus Network Expansion (device installation, complete setup, and commissioning) for Munshi Meherullah Hall (Phase-02), Beerprotik Taramon Bibi Hall (Phase-02), Faculty of Veterinary Medicine (Jhenaidah Campus) (Phase-01) of JUST.","Ministry of Education, | Secondary and Higher Education Division, | Jessore University of Science & Technology, | ICT Cell","NCT,, OTM",15-Jun-2026 21:00,30-Jun-2026 12:00,10,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1298137&h=t
1299207,Live,"Supply of desktop and laptop Computer including widows, office and other common software as required.","Ministry of Women and Children Affairs, | Ministry of Women and Children Affairs, | Supporting Implementation of Mother and Child Benefit Programme (SIMCBP)","NCT,, OTM",17-Jun-2026 10:00,01-Jul-2026 14:00,11,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1299207&h=t
1278226,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Testing and Quality Control Department, Fabric Engineering Department, Computerized/Software based Machineries for Madaripur Textile Engineering College.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Madaripur Textile Engineering College, Shibchar, Madaripur Project","NCT,, OTM",08-Jun-2026 10:30,01-Jul-2026 14:30,11,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1278226&h=t
1290881,Live,Supply and Installation of Laptop and Multimedia Projector,"Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Department of Psychology","NCT,, OTM",17-Jun-2026 11:00,01-Jul-2026 11:10,11,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290881&h=t
1288413,Live,Procurement of 01(one) Laptop.,"Ministry of Finance, | Financial Institutions Division, | Bangladesh Bank, | Information and Communication Technology Department (ICTD)","NCT,, OTM",10-Jun-2026 15:00,01-Jul-2026 16:00,11,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1288413&h=t
1296054,Live,"Purchase of Supply, Installation and Testing of Bio-ICT Equipment and Software","Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Office of the Sub-Project Manager (HEAT-11002-DU)","NCT,, OTM",18-Jun-2026 12:00,02-Jul-2026 16:30,12,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1296054&h=t
1290893,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Fabric Engineering Department, Wet Process Engineering Department & Computerized/Software based Machineries for Lalmonirhat Textile Institute.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Lalmonirhat Textile Institute Project","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 14:30,12,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290893&h=t
1280008,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, FABRIC ENGINEERING DEPARTMENT, Wet Process Engineering Department & Computerized /Software based machineries for Sylhet textile Engineering college.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Sylhet Textile Engineering College, Sylhet","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 15:00,12,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1280008&h=t
1281373,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, FABRIC ENGINEERING DEPARTMENT, Wet process Engineering Department & Computerized/ Software based machineries for Sylhet Textile Institute.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Sylhet Textile Institute Project","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 14:00,12,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1281373&h=t
1296289,Live,"The existing Clearing House System of DTCA must be operated and maintained efficiently 24 hours, 7 days a week and 365 days a year and troubleshooted accordingly (if required) by the IT Service Provider. The IT Service provider will also be responsible for the fare settlement with various public transport operators within the specified time. Specifically, the IT Service provider will monitor, maintain, update and troubleshoot the applications, Cloud System, hardware (e.g. physical server, server storage, network) as well as provide complete operational support (e.g. system application monitoring, system security maintenance, error handling and troubleshooting, report, PTO/Agent settlement report reconciliation) to run the Clearing House System of DTCA.","Ministry of Road Transport and Bridges, | Road Transport and Highways Division, | Dhaka Transport Co-ordination Authority (DTCA), | Office of the Additional Executive Director (P&P)","NCT,, QCBS",16-Jun-2026 11:00,07-Jul-2026 16:00,17,server,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1296289&h=t
1294281,Live,Supply and Installation of Security Devices (Anti-DDoS and Load Balancer with WAF) for ICBS Data Center.,"Ministry of Energy, Power and Mineral Resources, | Power Division, | Rural Electrification Board (REB), | Information and Communication Technology (ICT) Directorate.","NCT,, OTM",16-Jun-2026 10:00,07-Jul-2026 12:00,17,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1294281&h=t
1295484,Live,"Procurement of PLC, HMI, Laptop and Spare parts for various control panels and controllers under the I&C Division of 225 MW CCPP, Zone: C, APSCL","Ministry of Energy, Power and Mineral Resources, | Power Division, | Ashuganj Power Station Company Ltd., | Procurement Division","NCT,, OTM",16-Jun-2026 16:00,15-Jul-2026 16:00,25,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1295484&h=t
1301379,Live,Procurement of Core Communication Device for Data Center (DC) of Sonali Bank PLC.,"Ministry of Finance, | Financial Institutions Division, | Sonali Bank Limited, | IT Procurement & Maintenance Division","NCT,, OTM",18-Jun-2026 18:00,23-Jul-2026 15:30,33,data center,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301379&h=t
