Tender ID,Status,Title,Organisation,Type / Method,Publishing Date,Closing Date,Days Left,Search Term,Notice Link
1298343,Live,Procurement of ICT related goods,"Ministry of Education, | Secondary and Higher Education Division, | Shahjalal University of Science & Technology, | Office of the SPM, HEAT-13432","NCT,, OTM",15-Jun-2026 20:00,30-Jun-2026 12:00,1,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1298343&h=t
1261693,Live,Supply and Installation of an ArcGIS Software to Support Comprehensive Digital Platform under the RAISE Project,"Ministry of Finance, | Financial Institutions Division, | Palli Karma-Sahayak Foundation, | PKSF","NCT,, OTM",24-May-2026 10:30,30-Jun-2026 14:30,1,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1261693&h=t
1303425,Live,Supply of Laptops and Printers for the University of Dhaka,"Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Office of the Director of Accounts","NCT,, OTM",23-Jun-2026 16:30,30-Jun-2026 16:30,1,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1303425&h=t
1298137,Live,"Campus Network Expansion (device installation, complete setup, and commissioning) for Munshi Meherullah Hall (Phase-02), Beerprotik Taramon Bibi Hall (Phase-02), Faculty of Veterinary Medicine (Jhenaidah Campus) (Phase-01) of JUST.","Ministry of Education, | Secondary and Higher Education Division, | Jessore University of Science & Technology, | ICT Cell","NCT,, OTM",15-Jun-2026 21:00,30-Jun-2026 12:00,1,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1298137&h=t
1278226,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Testing and Quality Control Department, Fabric Engineering Department, Computerized/Software based Machineries for Madaripur Textile Engineering College.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Madaripur Textile Engineering College, Shibchar, Madaripur Project","NCT,, OTM",08-Jun-2026 10:30,01-Jul-2026 14:30,2,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1278226&h=t
1290881,Live,Supply and Installation of Laptop and Multimedia Projector,"Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Department of Psychology","NCT,, OTM",17-Jun-2026 11:00,01-Jul-2026 11:10,2,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290881&h=t
1288413,Live,Procurement of 01(one) Laptop.,"Ministry of Finance, | Financial Institutions Division, | Bangladesh Bank, | Information and Communication Technology Department (ICTD)","NCT,, OTM",10-Jun-2026 15:00,01-Jul-2026 16:00,2,laptop,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1288413&h=t
1279066,Live,Procurement of CCTV Surveillance System and Biometric Fingerprint Time Attendance Device Maintenance Accessories for DPDC.,"Ministry of Energy, Power and Mineral Resources, | Power Division, | Dhaka Power Distribution Company Ltd. (DPDC), | DGM(HR), Security","NCT,, OTM",21-Jun-2026 10:00,01-Jul-2026 15:00,2,ERP,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1279066&h=t
1301377,Live,"Procurement of ICT Equipment for Lab, Department of Mathematics, University of Rajshahi","Ministry of Education, | Secondary and Higher Education Division, | University of Rajshahi, | RU-MATH-HEAT-ATF-PIN_13186","NCT,, OTM",22-Jun-2026 16:00,02-Jul-2026 16:00,3,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1301377&h=t
1296054,Live,"Purchase of Supply, Installation and Testing of Bio-ICT Equipment and Software","Ministry of Education, | Secondary and Higher Education Division, | University of Dhaka, | Office of the Sub-Project Manager (HEAT-11002-DU)","NCT,, OTM",18-Jun-2026 12:00,02-Jul-2026 16:30,3,ICT,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1296054&h=t
1290893,Live,"Procurement of Machineries and Equipment for Yarn Engineering Department, Fabric Engineering Department, Wet Process Engineering Department & Computerized/Software based Machineries for Lalmonirhat Textile Institute.","Ministry of Textiles & Jute, | Department of Textiles, | Establishment of Lalmonirhat Textile Institute Project","NCT,, OTM",09-Jun-2026 10:30,02-Jul-2026 14:30,3,software,https://www.eprocure.gov.bd/resources/common/ViewTender.jsp?id=1290893&h=t
